Timestamp, Measurement (uW)
1759346899, 26.187uW
1759346901, 26.182uW
1759346902, 26.175uW
1759346903, 26.172uW
1759346904, 26.168uW
1759346906, 26.170uW
1759346907, 26.165uW
1759346908, 26.165uW
1759346909, 26.164uW
1759346910, 26.164uW
1759346912, 26.162uW
1759346913, 26.174uW
1759346914, 26.173uW
1759346915, 26.173uW
1759346916, 26.172uW
1759346918, 26.172uW
1759346919, 26.171uW
1759346920, 26.177uW
1759346921, 26.188uW
1759346922, 26.196uW
1759346924, 26.203uW
1759346925, 26.205uW
1759346926, 26.211uW
1759346927, 26.215uW
1759346928, 26.219uW
1759346930, 26.215uW
1759346931, 26.212uW
1759346932, 26.207uW
1759346933, 26.210uW
1759346934, 26.196uW
1759346936, 26.176uW
1759346937, 26.168uW
1759346938, 26.169uW
1759346939, 26.164uW
1759346940, 26.147uW
1759346942, 26.136uW
1759346943, 26.116uW
1759346944, 26.099uW
1759346945, 26.085uW
1759346947, 26.070uW
1759346948, 26.066uW
1759346949, 26.045uW
1759346950, 26.032uW
1759346951, 26.016uW
1759346953, 26.011uW
1759346954, 26.010uW
1759346955, 26.002uW
1759346956, 25.999uW
1759346957, 25.992uW
1759346959, 25.980uW
1759346960, 25.979uW
1759346961, 25.967uW
1759346962, 25.963uW
1759346963, 25.964uW
1759346965, 25.977uW
1759346966, 25.976uW
1759346967, 25.979uW
1759346968, 25.985uW
1759346969, 25.992uW
1759346971, 25.999uW
1759346972, 26.002uW
1759346973, 26.008uW
1759346974, 26.004uW
1759346975, 25.988uW
1759346977, 25.996uW
1759346978, 25.993uW
1759346979, 25.994uW
1759346980, 25.994uW
1759346981, 25.988uW
1759346983, 25.986uW
1759346984, 25.993uW
1759346985, 26.004uW
1759346986, 25.985uW
1759346988, 25.982uW
1759346989, 25.967uW
1759346990, 25.969uW
1759346991, 25.987uW
1759346992, 25.997uW
1759346994, 26.038uW
1759346995, 26.065uW
1759346996, 26.075uW
1759346997, 26.076uW
1759346998, 26.087uW
1759347000, 26.079uW
1759347001, 26.079uW
1759347002, 26.086uW
1759347003, 26.093uW
1759347004, 26.092uW
1759347006, 26.088uW
1759347007, 26.083uW
1759347008, 26.083uW
1759347009, 26.091uW
1759347010, 26.095uW
1759347012, 26.106uW
1759347013, 26.098uW
1759347014, 26.098uW
1759347015, 26.091uW
1759347016, 26.089uW
1759347018, 26.095uW
1759347019, 26.119uW
1759347020, 26.128uW
1759347021, 26.143uW
1759347022, 26.161uW
1759347024, 26.156uW
1759347025, 26.145uW
1759347026, 26.141uW
1759347027, 26.139uW
1759347029, 26.124uW
1759347030, 26.110uW
1759347031, 26.109uW
1759347032, 26.105uW
1759347033, 26.105uW
1759347035, 26.099uW
1759347036, 26.090uW
1759347037, 26.090uW
1759347038, 26.094uW
1759347039, 26.101uW
1759347041, 26.096uW
1759347042, 26.105uW
1759347043, 26.107uW
1759347044, 26.125uW
1759347045, 26.142uW
1759347047, 26.156uW
1759347048, 26.147uW
1759347049, 26.146uW
1759347050, 26.151uW
1759347051, 26.159uW
1759347053, 26.172uW
1759347054, 26.194uW
1759347055, 26.205uW
1759347056, 26.216uW
1759347057, 26.215uW
1759347059, 26.223uW
1759347060, 26.219uW
1759347061, 26.226uW
1759347062, 26.220uW
1759347064, 26.211uW
1759347065, 26.195uW
1759347066, 26.191uW
1759347067, 26.176uW
1759347068, 26.173uW
1759347070, 26.174uW
1759347071, 26.170uW
1759347072, 26.154uW
1759347073, 26.151uW
1759347074, 26.133uW
1759347076, 26.125uW
1759347077, 26.111uW
1759347078, 26.116uW
1759347079, 26.105uW
1759347080, 26.108uW
1759347082, 26.097uW
1759347083, 26.093uW
1759347084, 26.084uW
1759347085, 26.080uW
1759347086, 26.075uW
1759347088, 26.083uW
1759347089, 26.080uW
1759347090, 26.071uW
1759347091, 26.080uW
1759347092, 26.081uW
1759347094, 26.095uW
1759347095, 26.110uW
1759347096, 26.120uW
1759347097, 26.116uW
1759347098, 26.108uW
1759347100, 26.115uW
1759347101, 26.113uW
1759347102, 26.107uW
1759347103, 26.111uW
1759347105, 26.112uW
1759347106, 26.101uW
1759347107, 26.107uW
1759347108, 26.104uW
1759347109, 26.101uW
1759347111, 26.095uW
1759347112, 26.102uW
1759347113, 26.112uW
1759347114, 26.125uW
1759347115, 26.120uW
1759347117, 26.119uW
1759347118, 26.123uW
1759347119, 26.123uW
1759347120, 26.115uW
1759347121, 26.107uW
1759347123, 26.105uW
1759347124, 26.106uW
1759347125, 26.099uW
1759347126, 26.090uW
1759347127, 26.070uW
1759347129, 26.053uW
1759347130, 26.028uW
1759347131, 26.013uW
1759347132, 26.005uW
1759347133, 25.992uW
1759347135, 25.977uW
1759347136, 25.966uW
1759347137, 25.962uW
1759347138, 25.949uW
1759347139, 25.943uW
1759347141, 25.941uW
1759347142, 25.934uW
1759347143, 25.938uW
1759347144, 25.940uW
1759347146, 25.949uW
1759347147, 25.953uW
1759347148, 25.959uW
1759347149, 25.959uW
1759347150, 25.961uW
1759347152, 25.937uW
1759347153, 25.944uW
1759347154, 25.962uW
1759347155, 25.953uW
1759347156, 25.946uW
1759347158, 25.946uW
1759347159, 25.948uW
1759347160, 25.946uW
1759347161, 25.930uW
1759347162, 25.926uW
1759347164, 25.922uW
1759347165, 25.914uW
1759347166, 25.902uW
1759347167, 25.909uW
1759347168, 25.913uW
1759347170, 25.920uW
1759347171, 25.916uW
1759347172, 25.918uW
1759347173, 25.912uW
1759347174, 25.912uW
1759347176, 25.900uW
1759347177, 25.896uW
1759347178, 25.890uW
1759347179, 25.896uW
1759347181, 25.894uW
1759347182, 25.896uW
1759347183, 25.907uW
1759347184, 25.909uW
1759347185, 25.916uW
1759347187, 25.929uW
1759347188, 25.944uW
1759347189, 25.959uW
1759347190, 25.966uW
1759347191, 25.978uW
1759347193, 25.990uW
1759347194, 26.008uW
1759347195, 26.026uW
1759347196, 26.047uW
1759347197, 26.062uW
1759347199, 26.066uW
1759347200, 26.068uW
1759347201, 26.078uW
1759347202, 26.075uW
1759347203, 26.051uW
1759347205, 26.044uW
1759347206, 26.042uW
1759347207, 26.021uW
1759347208, 26.001uW
1759347209, 25.989uW
1759347211, 25.983uW
1759347212, 25.976uW
1759347213, 25.967uW
1759347214, 25.962uW
1759347215, 25.959uW
1759347217, 25.951uW
1759347218, 25.940uW
1759347219, 25.939uW
1759347220, 25.928uW
1759347222, 25.926uW
1759347223, 25.914uW
1759347224, 25.907uW
1759347225, 25.900uW
1759347226, 25.897uW
1759347228, 25.892uW
1759347229, 25.886uW
1759347230, 25.871uW
1759347231, 25.865uW
1759347232, 25.857uW
1759347234, 25.850uW
1759347235, 25.845uW
1759347236, 25.845uW
1759347237, 25.839uW
1759347238, 25.830uW
1759347240, 25.814uW
1759347241, 25.814uW
1759347242, 25.823uW
1759347243, 25.827uW
1759347244, 25.831uW
1759347246, 25.835uW
1759347247, 25.833uW
1759347248, 25.847uW
1759347249, 25.844uW
1759347250, 25.838uW
1759347252, 25.835uW
1759347253, 25.824uW
1759347254, 25.817uW
1759347255, 25.819uW
1759347256, 25.825uW
1759347258, 25.837uW
1759347259, 25.857uW
1759347260, 25.871uW
1759347261, 25.889uW
1759347263, 25.910uW
1759347264, 25.929uW
1759347265, 25.942uW
1759347266, 25.967uW
1759347267, 25.978uW
1759347269, 26.000uW
1759347270, 26.014uW
1759347271, 26.020uW
1759347272, 26.026uW
1759347273, 26.025uW
1759347275, 26.025uW
1759347276, 26.035uW
1759347277, 26.048uW
1759347278, 26.059uW
1759347279, 26.062uW
1759347281, 26.074uW
1759347282, 26.076uW
1759347283, 26.064uW
1759347284, 26.046uW
1759347285, 26.039uW
1759347287, 26.040uW
1759347288, 26.032uW
1759347289, 26.014uW
1759347290, 26.014uW
1759347291, 26.023uW
1759347293, 26.047uW
1759347294, 26.052uW
1759347295, 26.061uW
1759347296, 26.083uW
1759347298, 26.098uW
1759347299, 26.125uW
1759347300, 26.141uW
1759347301, 26.144uW
1759347302, 26.165uW
1759347304, 26.176uW
1759347305, 26.179uW
1759347306, 26.181uW
1759347307, 26.193uW
1759347308, 26.191uW
1759347310, 26.195uW
1759347311, 26.194uW
1759347312, 26.208uW
1759347313, 26.213uW
1759347314, 26.201uW
1759347316, 26.188uW
1759347317, 26.176uW
1759347318, 26.151uW
1759347319, 26.121uW
1759347320, 26.100uW
1759347322, 26.085uW
1759347323, 26.070uW
1759347324, 26.056uW
1759347325, 26.047uW
1759347326, 26.034uW
1759347328, 26.039uW
1759347329, 26.031uW
1759347330, 26.027uW
1759347331, 26.020uW
1759347332, 26.013uW
1759347334, 26.015uW
1759347335, 26.016uW
1759347336, 26.000uW
1759347337, 25.993uW
1759347339, 25.986uW
1759347340, 25.972uW
1759347341, 25.965uW
1759347342, 25.946uW
1759347343, 25.934uW
1759347345, 25.933uW
1759347346, 25.927uW
1759347347, 25.913uW
1759347348, 25.910uW
1759347349, 25.902uW
1759347351, 25.905uW
1759347352, 25.906uW
1759347353, 25.908uW
1759347354, 25.907uW
1759347355, 25.909uW
1759347357, 25.905uW
1759347358, 25.890uW
1759347359, 25.895uW
1759347360, 25.883uW
1759347361, 25.881uW
1759347363, 25.878uW
1759347364, 25.874uW
1759347365, 25.880uW
1759347366, 25.866uW
1759347367, 25.859uW
1759347369, 25.853uW
1759347370, 25.865uW
1759347371, 25.873uW
1759347372, 25.868uW
1759347373, 25.866uW
1759347375, 25.871uW
1759347376, 25.863uW
1759347377, 25.859uW
1759347378, 25.853uW
1759347380, 25.839uW
1759347381, 25.831uW
1759347382, 25.835uW
1759347383, 25.830uW
1759347384, 25.830uW
1759347386, 25.831uW
1759347387, 25.819uW
1759347388, 25.810uW
1759347389, 25.818uW
1759347390, 25.825uW
1759347392, 25.822uW
1759347393, 25.825uW
1759347394, 25.828uW
1759347395, 25.828uW
1759347396, 25.836uW
1759347398, 25.838uW
1759347399, 25.843uW
1759347400, 25.847uW
1759347401, 25.841uW
1759347402, 25.851uW
1759347404, 25.867uW
1759347405, 25.874uW
1759347406, 25.882uW
1759347407, 25.897uW
1759347408, 25.912uW
1759347410, 25.922uW
1759347411, 25.934uW
1759347412, 25.946uW
1759347413, 25.957uW
1759347415, 25.969uW
1759347416, 25.973uW
1759347417, 25.982uW
1759347418, 25.990uW
1759347419, 26.002uW
1759347421, 26.002uW
1759347422, 26.007uW
1759347423, 26.006uW
1759347424, 25.998uW
1759347425, 25.988uW
1759347427, 25.982uW
1759347428, 25.969uW
1759347429, 25.945uW
1759347430, 25.929uW
1759347431, 25.922uW
1759347433, 25.916uW
1759347434, 25.918uW
1759347435, 25.920uW
1759347436, 25.915uW
1759347437, 25.909uW
1759347439, 25.906uW
1759347440, 25.906uW
1759347441, 25.888uW
1759347442, 25.892uW
1759347443, 25.881uW
1759347445, 25.877uW
1759347446, 25.872uW
1759347447, 25.870uW
1759347448, 25.862uW
1759347449, 25.845uW
1759347451, 25.845uW
1759347452, 25.841uW
1759347453, 25.846uW
1759347454, 25.844uW
1759347456, 25.841uW
1759347457, 25.830uW
1759347458, 25.831uW
1759347459, 25.825uW
1759347460, 25.819uW
1759347462, 25.823uW
1759347463, 25.827uW
1759347464, 25.820uW
1759347465, 25.825uW
1759347466, 25.820uW
1759347468, 25.820uW
1759347469, 25.808uW
1759347470, 25.813uW
1759347471, 25.807uW
1759347472, 25.804uW
1759347474, 25.792uW
1759347475, 25.790uW
1759347476, 25.793uW
1759347477, 25.792uW
1759347478, 25.787uW
1759347480, 25.778uW
1759347481, 25.772uW
1759347482, 25.759uW
1759347483, 25.772uW
1759347484, 25.776uW
1759347486, 25.779uW
1759347487, 25.780uW
1759347488, 25.790uW
1759347489, 25.792uW
1759347490, 25.799uW
1759347492, 25.807uW
1759347493, 25.810uW
1759347494, 25.828uW
1759347495, 25.852uW
1759347497, 25.874uW
1759347498, 25.886uW
1759347499, 25.884uW
1759347500, 25.890uW
1759347501, 25.921uW
1759347503, 25.948uW
1759347504, 25.958uW
1759347505, 25.970uW
1759347506, 25.986uW
1759347507, 25.998uW
1759347509, 26.014uW
1759347510, 26.030uW
1759347511, 26.037uW
1759347512, 26.051uW
1759347513, 26.065uW
1759347515, 26.075uW
1759347516, 26.078uW
1759347517, 26.087uW
1759347518, 26.085uW
1759347519, 26.089uW
1759347521, 26.083uW
1759347522, 26.079uW
1759347523, 26.080uW
1759347524, 26.084uW
1759347525, 26.072uW
1759347527, 26.087uW
1759347528, 26.087uW
1759347529, 26.090uW
1759347530, 26.106uW
1759347532, 26.106uW
1759347533, 26.122uW
1759347534, 26.137uW
1759347535, 26.139uW
1759347536, 26.141uW
1759347538, 26.136uW
1759347539, 26.131uW
1759347540, 26.127uW
1759347541, 26.122uW
1759347542, 26.101uW
1759347544, 26.092uW
1759347545, 26.083uW
1759347546, 26.083uW
1759347547, 26.078uW
1759347548, 26.065uW
1759347550, 26.065uW
1759347551, 26.067uW
1759347552, 26.063uW
1759347553, 26.081uW
1759347554, 26.093uW
1759347556, 26.100uW
1759347557, 26.100uW
1759347558, 26.095uW
1759347559, 26.100uW
1759347560, 26.104uW
1759347562, 26.111uW
1759347563, 26.118uW
1759347564, 26.115uW
1759347565, 26.102uW
1759347567, 26.108uW
1759347568, 26.113uW
1759347569, 26.105uW
1759347570, 26.103uW
1759347571, 26.101uW
1759347573, 26.089uW
1759347574, 26.096uW
1759347575, 26.086uW
1759347576, 26.079uW
1759347577, 26.076uW
1759347579, 26.060uW
1759347580, 26.055uW
1759347581, 26.046uW
1759347582, 26.037uW
1759347583, 26.029uW
1759347585, 26.015uW
1759347586, 25.996uW
1759347587, 25.981uW
1759347588, 25.982uW
1759347589, 25.975uW
1759347591, 25.971uW
1759347592, 25.983uW
1759347593, 25.998uW
1759347594, 26.011uW
1759347595, 26.017uW
1759347597, 26.016uW
1759347598, 26.019uW
1759347599, 26.021uW
1759347600, 26.025uW
1759347601, 26.031uW
1759347603, 26.035uW
1759347604, 26.038uW
1759347605, 26.049uW
1759347606, 26.050uW
1759347608, 26.047uW
1759347609, 26.055uW
1759347610, 26.041uW
1759347611, 26.030uW
1759347612, 26.011uW
1759347614, 26.000uW
1759347615, 25.989uW
1759347616, 25.983uW
1759347617, 25.971uW
1759347618, 25.964uW
1759347620, 25.951uW
1759347621, 25.943uW
1759347622, 25.946uW
1759347623, 25.933uW
1759347624, 25.931uW
1759347626, 25.925uW
1759347627, 25.921uW
1759347628, 25.922uW
1759347629, 25.923uW
1759347630, 25.921uW
1759347632, 25.930uW
1759347633, 25.928uW
1759347634, 25.928uW
1759347635, 25.931uW
1759347636, 25.929uW
1759347638, 25.923uW
1759347639, 25.925uW
1759347640, 25.928uW
1759347641, 25.928uW
1759347642, 25.933uW
1759347644, 25.934uW
1759347645, 25.936uW
1759347646, 25.939uW
1759347647, 25.941uW
1759347649, 25.939uW
1759347650, 25.928uW
1759347651, 25.927uW
1759347652, 25.923uW
1759347653, 25.914uW
1759347655, 25.904uW
1759347656, 25.908uW
1759347657, 25.901uW
1759347658, 25.899uW
1759347659, 25.893uW
1759347661, 25.887uW
1759347662, 25.876uW
1759347663, 25.865uW
1759347664, 25.871uW
1759347665, 25.867uW
1759347667, 25.860uW
1759347668, 25.855uW
1759347669, 25.873uW
1759347670, 25.882uW
1759347671, 25.890uW
1759347673, 25.890uW
1759347674, 25.889uW
1759347675, 25.880uW
1759347676, 25.869uW
1759347677, 25.874uW
1759347679, 25.876uW
1759347680, 25.876uW
1759347681, 25.901uW
1759347682, 25.919uW
1759347684, 25.930uW
1759347685, 25.946uW
1759347686, 25.968uW
1759347687, 25.988uW
1759347688, 25.999uW
1759347690, 26.007uW
1759347691, 26.019uW
1759347692, 26.038uW
1759347693, 26.046uW
1759347694, 26.055uW
1759347696, 26.066uW
1759347697, 26.055uW
1759347698, 26.041uW
1759347699, 26.039uW
1759347700, 26.042uW
1759347702, 26.052uW
1759347703, 26.056uW
1759347704, 26.073uW
1759347705, 26.080uW
1759347706, 26.091uW
1759347708, 26.102uW
1759347709, 26.121uW
1759347710, 26.137uW
1759347711, 26.156uW
1759347712, 26.172uW
1759347714, 26.180uW
1759347715, 26.174uW
1759347716, 26.177uW
1759347717, 26.189uW
1759347719, 26.189uW
1759347720, 26.183uW
1759347721, 26.183uW
1759347722, 26.182uW
1759347723, 26.186uW
1759347725, 26.199uW
1759347726, 26.201uW
1759347727, 26.209uW
1759347728, 26.198uW
1759347729, 26.196uW
1759347731, 26.185uW
1759347732, 26.185uW
1759347733, 26.183uW
1759347734, 26.164uW
1759347735, 26.158uW
1759347737, 26.161uW
1759347738, 26.156uW
1759347739, 26.162uW
1759347740, 26.171uW
1759347741, 26.167uW
1759347743, 26.182uW
1759347744, 26.186uW
1759347745, 26.206uW
1759347746, 26.215uW
1759347747, 26.235uW
1759347749, 26.246uW
1759347750, 26.256uW
1759347751, 26.254uW
1759347752, 26.252uW
1759347753, 26.242uW
1759347755, 26.234uW
1759347756, 26.242uW
1759347757, 26.258uW
1759347758, 26.253uW
1759347759, 26.256uW
1759347761, 26.260uW
1759347762, 26.257uW
1759347763, 26.260uW
1759347764, 26.271uW
1759347766, 26.288uW
1759347767, 26.298uW
1759347768, 26.291uW
1759347769, 26.304uW
1759347770, 26.299uW
1759347772, 26.300uW
1759347773, 26.295uW
1759347774, 26.292uW
1759347775, 26.299uW
1759347776, 26.295uW
1759347778, 26.294uW
1759347779, 26.288uW
1759347780, 26.281uW
1759347781, 26.277uW
1759347782, 26.269uW
1759347784, 26.255uW
1759347785, 26.232uW
1759347786, 26.216uW
1759347787, 26.193uW
1759347788, 26.163uW
1759347790, 26.150uW
1759347791, 26.142uW
1759347792, 26.132uW
1759347793, 26.124uW
1759347794, 26.119uW
1759347796, 26.113uW
1759347797, 26.099uW
1759347798, 26.084uW
1759347799, 26.073uW
1759347801, 26.052uW
1759347802, 26.049uW
1759347803, 26.039uW
1759347804, 26.043uW
1759347805, 26.037uW
1759347807, 26.021uW
1759347808, 26.020uW
1759347809, 26.013uW
1759347810, 26.015uW
1759347811, 26.005uW
1759347813, 25.993uW
1759347814, 25.982uW
1759347815, 25.972uW
1759347816, 25.968uW
1759347817, 25.970uW
1759347819, 25.971uW
1759347820, 25.984uW
1759347821, 25.998uW
1759347822, 26.026uW
1759347823, 26.043uW
1759347825, 26.045uW
1759347826, 26.066uW
1759347827, 26.074uW
1759347828, 26.087uW
1759347829, 26.101uW
1759347831, 26.108uW
1759347832, 26.105uW
1759347833, 26.099uW
1759347834, 26.092uW
1759347835, 26.082uW
1759347837, 26.090uW
1759347838, 26.107uW
1759347839, 26.115uW
1759347840, 26.127uW
1759347842, 26.138uW
1759347843, 26.142uW
1759347844, 26.147uW
1759347845, 26.160uW
1759347846, 26.174uW
1759347848, 26.186uW
1759347849, 26.181uW
1759347850, 26.194uW
1759347851, 26.199uW
1759347852, 26.206uW
1759347854, 26.213uW
1759347855, 26.224uW
1759347856, 26.224uW
1759347857, 26.234uW
1759347858, 26.246uW
1759347860, 26.251uW
1759347861, 26.270uW
1759347862, 26.275uW
1759347863, 26.282uW
1759347864, 26.290uW
1759347866, 26.300uW
1759347867, 26.306uW
1759347868, 26.317uW
1759347869, 26.323uW
1759347870, 26.325uW
1759347872, 26.325uW
1759347873, 26.319uW
1759347874, 26.321uW
1759347875, 26.320uW
1759347877, 26.324uW
1759347878, 26.311uW
1759347879, 26.306uW
1759347880, 26.284uW
1759347881, 26.277uW
1759347883, 26.267uW
1759347884, 26.267uW
1759347885, 26.249uW
1759347886, 26.235uW
1759347887, 26.223uW
1759347889, 26.208uW
1759347890, 26.191uW
1759347891, 26.177uW
1759347892, 26.169uW
1759347893, 26.149uW
1759347895, 26.135uW
1759347896, 26.141uW
1759347897, 26.128uW
1759347898, 26.124uW
1759347899, 26.117uW
1759347901, 26.106uW
1759347902, 26.096uW
1759347903, 26.097uW
1759347904, 26.094uW
1759347905, 26.083uW
1759347907, 26.082uW
1759347908, 26.078uW
1759347909, 26.066uW
1759347910, 26.056uW
1759347911, 26.054uW
1759347913, 26.059uW
1759347914, 26.044uW
1759347915, 26.036uW
1759347916, 26.028uW
1759347918, 26.020uW
1759347919, 26.009uW
1759347920, 26.002uW
1759347921, 25.982uW
1759347922, 25.981uW
1759347924, 25.975uW
1759347925, 25.969uW
1759347926, 25.961uW
1759347927, 25.961uW
1759347928, 25.973uW
1759347930, 25.976uW
1759347931, 25.990uW
1759347932, 25.984uW
1759347933, 25.973uW
1759347934, 25.978uW
1759347936, 25.971uW
1759347937, 25.978uW
1759347938, 25.981uW
1759347939, 25.976uW
1759347940, 25.978uW
1759347942, 25.984uW
1759347943, 25.977uW
1759347944, 25.977uW
1759347945, 25.977uW
1759347946, 25.970uW
1759347948, 25.962uW
1759347949, 25.954uW
1759347950, 25.953uW
1759347951, 25.942uW
1759347952, 25.941uW
1759347954, 25.948uW
1759347955, 25.950uW
1759347956, 25.948uW
1759347957, 25.948uW
1759347959, 25.947uW
1759347960, 25.943uW
1759347961, 25.942uW
1759347962, 25.939uW
1759347963, 25.935uW
1759347965, 25.926uW
1759347966, 25.911uW
1759347967, 25.914uW
1759347968, 25.926uW
1759347969, 25.938uW
1759347971, 25.951uW
1759347972, 25.960uW
1759347973, 25.970uW
1759347974, 25.997uW
1759347975, 26.024uW
1759347977, 26.035uW
1759347978, 26.047uW
1759347979, 26.062uW
1759347980, 26.083uW
1759347981, 26.106uW
1759347983, 26.098uW
1759347984, 26.102uW
1759347985, 26.109uW
1759347986, 26.116uW
1759347987, 26.119uW
1759347989, 26.123uW
1759347990, 26.117uW
1759347991, 26.110uW
1759347992, 26.111uW
1759347994, 26.112uW
1759347995, 26.108uW
1759347996, 26.101uW
1759347997, 26.098uW
1759347998, 26.101uW
1759348000, 26.080uW
1759348001, 26.079uW
1759348002, 26.077uW
1759348003, 26.080uW
1759348004, 26.070uW
1759348006, 26.066uW
1759348007, 26.077uW
1759348008, 26.074uW
1759348009, 26.070uW
1759348010, 26.056uW
1759348012, 26.054uW
1759348013, 26.053uW
1759348014, 26.071uW
1759348015, 26.080uW
1759348016, 26.090uW
1759348018, 26.089uW
1759348019, 26.104uW
1759348020, 26.117uW
1759348021, 26.125uW
1759348022, 26.128uW
1759348024, 26.138uW
1759348025, 26.129uW
1759348026, 26.114uW
1759348027, 26.104uW
1759348028, 26.092uW
1759348030, 26.096uW
1759348031, 26.098uW
1759348032, 26.104uW
1759348033, 26.113uW
1759348035, 26.112uW
1759348036, 26.108uW
1759348037, 26.111uW
1759348038, 26.106uW
1759348039, 26.103uW
1759348041, 26.098uW
1759348042, 26.092uW
1759348043, 26.091uW
1759348044, 26.098uW
1759348045, 26.112uW
1759348047, 26.120uW
1759348048, 26.128uW
1759348049, 26.134uW
1759348050, 26.144uW
1759348051, 26.134uW
1759348053, 26.126uW
1759348054, 26.127uW
1759348055, 26.125uW
1759348056, 26.133uW
1759348057, 26.137uW
1759348059, 26.133uW
1759348060, 26.114uW
1759348061, 26.104uW
1759348062, 26.089uW
1759348063, 26.086uW
1759348065, 26.086uW
1759348066, 26.083uW
1759348067, 26.073uW
1759348068, 26.062uW
1759348070, 26.045uW
1759348071, 26.045uW
1759348072, 26.035uW
1759348073, 26.027uW
1759348074, 26.020uW
1759348076, 26.014uW
1759348077, 25.998uW
1759348078, 25.990uW
1759348079, 25.984uW
1759348080, 25.993uW
1759348082, 26.003uW
1759348083, 26.027uW
1759348084, 26.048uW
1759348085, 26.067uW
1759348086, 26.080uW
1759348088, 26.076uW
1759348089, 26.075uW
1759348090, 26.078uW
1759348091, 26.092uW
1759348092, 26.112uW
1759348094, 26.141uW
1759348095, 26.159uW
1759348096, 26.178uW
1759348097, 26.182uW
1759348098, 26.178uW
1759348100, 26.180uW
1759348101, 26.185uW
1759348102, 26.179uW
1759348103, 26.187uW
1759348104, 26.172uW
1759348106, 26.168uW
1759348107, 26.167uW
1759348108, 26.187uW
1759348109, 26.193uW
1759348111, 26.212uW
1759348112, 26.220uW
1759348113, 26.224uW
1759348114, 26.216uW
1759348115, 26.213uW
1759348117, 26.211uW
1759348118, 26.210uW
1759348119, 26.198uW
1759348120, 26.190uW
1759348121, 26.179uW
1759348123, 26.150uW
1759348124, 26.126uW
1759348125, 26.112uW
1759348127, 26.093uW
1759348128, 26.093uW
1759348129, 26.093uW
1759348131, 26.077uW
1759348132, 26.080uW
1759348133, 26.071uW
1759348135, 26.062uW
1759348136, 26.046uW
1759348137, 26.035uW
1759348138, 26.023uW
1759348139, 26.011uW
1759348141, 25.998uW
1759348142, 26.012uW
1759348143, 26.006uW
1759348144, 26.013uW
1759348145, 26.026uW
1759348147, 26.022uW
1759348148, 26.017uW
1759348149, 26.013uW
1759348151, 26.010uW
1759348153, 26.019uW
1759348154, 26.020uW
1759348156, 26.029uW
1759348157, 26.029uW
1759348158, 26.036uW
1759348160, 26.040uW
1759348161, 26.030uW
1759348163, 26.034uW
1759348165, 26.046uW
1759348167, 26.033uW
1759348168, 26.029uW
1759348170, 26.031uW
1759348172, 26.037uW
1759348173, 26.040uW
1759348175, 26.061uW
1759348176, 26.077uW
1759348177, 26.083uW
1759348178, 26.085uW
1759348180, 26.096uW
1759348181, 26.105uW
1759348182, 26.124uW
1759348183, 26.129uW
1759348184, 26.139uW
1759348186, 26.157uW
1759348187, 26.162uW
1759348188, 26.166uW
1759348189, 26.171uW
1759348190, 26.187uW
1759348192, 26.190uW
1759348193, 26.196uW
1759348194, 26.207uW
1759348195, 26.218uW
1759348197, 26.229uW
1759348198, 26.236uW
1759348199, 26.258uW
1759348200, 26.270uW
1759348201, 26.272uW
1759348203, 26.276uW
1759348204, 26.278uW
1759348205, 26.258uW
1759348206, 26.254uW
1759348207, 26.242uW
1759348209, 26.226uW
1759348210, 26.209uW
1759348211, 26.198uW
1759348212, 26.200uW
1759348213, 26.203uW
1759348215, 26.212uW
1759348216, 26.217uW
1759348218, 26.234uW
1759348219, 26.246uW
1759348220, 26.253uW
1759348221, 26.255uW
1759348223, 26.267uW
1759348225, 26.284uW
1759348226, 26.296uW
1759348228, 26.308uW
1759348229, 26.311uW
1759348230, 26.328uW
1759348232, 26.333uW
1759348233, 26.346uW
1759348235, 26.370uW
1759348237, 26.383uW
1759348238, 26.384uW
1759348240, 26.389uW
1759348241, 26.391uW
1759348243, 26.383uW
1759348245, 26.380uW
1759348246, 26.373uW
1759348247, 26.362uW
1759348249, 26.362uW
1759348250, 26.360uW
1759348251, 26.375uW
1759348253, 26.395uW
1759348255, 26.410uW
1759348256, 26.412uW
1759348257, 26.418uW
1759348258, 26.429uW
1759348259, 26.430uW
1759348261, 26.439uW
1759348262, 26.455uW
1759348263, 26.461uW
1759348264, 26.470uW
1759348265, 26.468uW
1759348267, 26.478uW
1759348268, 26.486uW
1759348269, 26.493uW
1759348270, 26.499uW
1759348271, 26.497uW
1759348273, 26.505uW
1759348274, 26.507uW
1759348275, 26.521uW
1759348276, 26.533uW
1759348277, 26.537uW
1759348279, 26.532uW
1759348280, 26.525uW
1759348281, 26.524uW
1759348282, 26.522uW
1759348284, 26.519uW
1759348285, 26.514uW
1759348286, 26.525uW
1759348287, 26.536uW
1759348288, 26.535uW
1759348290, 26.526uW
1759348291, 26.518uW
1759348292, 26.505uW
1759348293, 26.483uW
1759348295, 26.477uW
1759348296, 26.474uW
1759348297, 26.464uW
1759348298, 26.457uW
1759348299, 26.449uW
1759348300, 26.445uW
1759348302, 26.447uW
1759348303, 26.450uW
1759348304, 26.457uW
1759348305, 26.461uW
1759348307, 26.457uW
1759348308, 26.458uW
1759348309, 26.452uW
1759348310, 26.457uW
1759348311, 26.466uW
1759348313, 26.470uW
1759348314, 26.477uW
1759348315, 26.489uW
1759348316, 26.497uW
1759348317, 26.491uW
1759348319, 26.493uW
